nome_empresarial,bairro,ano,lat,lng,tipo
MACHADO SASSON E CIA LTDA,CENTRO,1994-11-17,-25.4331367,-49.2768998,Restaurante
AQUI LANCHES BAR,TATUQUARA,2007-10-08,-25.5530661,-49.295811,Bar/Choperia
L M DANIELLI & CIA LTDA,BATEL,1992-12-01,-25.4450644,-49.2937039,Bar/Choperia
PEDROMONICO & CIA LTDA,CENTRO,1998-06-08,-25.4296069,-49.2691935,Lanchonete
POLI E BASAGLIA LTDA,CENTRO,1991-05-01,-25.4300879,-49.2638226,Restaurante
LANCHONETE E PASTELARIA SHENG-YI LTDA,CENTRO,1998-05-10,-25.4311709,-49.2741405,Pastelaria
TEX MARKET LTDA,BATEL,1998-05-28,-25.4444234,-49.284624,Lanchonete
ILZABETH ARAUJO ALVES LANCHONETE,CENTRO,2003-08-13,-25.4309272,-49.278314,Lanchonete
CHURRASCARIA CENTRAL DO BRASIL LTDA,CENTRO,1998-07-01,-25.4288632,-49.2682385,Churrascaria/Grill
LANCHONETE DEA LTDA,CENTRO,1998-08-01,-25.4343421,-49.2703149,Lanchonete
PAO DE QUEIJO,CENTRO,2012-05-07,-25.4313786,-49.2638519,Franquia
MAURO RESTAURANTE E LANCHNETE LTDA,CENTRO,1998-08-20,-25.4343847,-49.2671275,Lanchonete
ROSE MARIA BUENO FERREIRA,CENTRO,1981-02-01,-25.4346647,-49.2635059,Bar/Choperia
LIKEY CONFEITARIA LTDA,CENTRO,1996-10-15,-25.4383488,-49.2726127,Padaria/Confeitaria
TAN ZHENGSEN,CENTRO,2003-06-02,-25.4291992,-49.2663979,Lanchonete
SIROCCO,CENTRO,2004-03-01,-25.4353639,-49.2822367,Bar/Choperia
PUROPANE PANIFICADORA E CONFEITARIA LTDA,BATEL,1993-05-01,-25.4407093,-49.2795287,Padaria/Confeitaria
PAVANELLO E PAVANELO LTDA,CENTRO,1993-05-01,-25.4292809,-49.2639067,Restaurante
WU XINHUO,CENTRO,1998-11-01,-25.4314691,-49.2695435,Lanchonete
CAFE BELLUNO,CENTRO,2011-02-11,-25.4313786,-49.2638519,Café
CHOPARIA DANCANTE SUNSET LTDA,CENTRO,1993-10-22,-25.436285,-49.2677106,Bar/Choperia
LIZAMA RESTAURANTE E CONFEITARIA LTDA,CENTRO,1989-04-03,-25.4240024,-49.2639296,Padaria/Confeitaria
VMC PASTEL LTDA,BATEL,2003-06-01,-25.4374326,-49.2911149,Pastelaria
VRC ALIMENTAÇÃO LTDA.,CENTRO,2004-03-02,-25.4343967,-49.2773107,Cantina
BOM DE QUEIJO,CENTRO,2006-01-23,-25.4350176,-49.2695554,Lanchonete
KIKO COMERCIO DE ALIMENTOS LTDA,CENTRO,2002-10-28,-25.428583,-49.2687816,Lanchonete
PASTELARIA E LANCHONETE TENG ZHU 168 LTDA,CENTRO,2002-09-04,-25.4304685,-49.2648237,Pastelaria
SIMADA LANCHES LTDA,CENTRO,1998-12-01,-25.4306926,-49.275982,Lanchonete
LANCHONETE CHINA S FOOD LTDA,CENTRO,1991-11-01,-25.4348612,-49.2750271,Lanchonete
JEE EUN HAN LEE,BATEL,2002-12-15,-25.4453918,-49.2875631,Lanchonete
RESTAURANTE CISNE LTDA,CENTRO,1999-01-04,-25.4347912,-49.2811134,Restaurante
PEGORARI & LIMA LTDA,CENTRO,1992-02-01,-25.4349518,-49.2748771,Lanchonete
VILLA BATEL RESTAURANTE,BATEL,2003-04-20,-25.4462593,-49.2937684,Restaurante
CHEF VERGE COM DE ALIMENTOS LTDA,CENTRO,1989-07-01,-25.4316231,-49.273198,Lanchonete
ROSEMAR WOZNIAK,CENTRO,1998-04-13,-25.4338078,-49.279344,Lanchonete
LINDAMAR SCHWARZER 53090306972,CENTRO,2010-04-15,-25.4332746,-49.2772623,Restaurante
LANCHES DONA MARGA,CENTRO,2013-04-30,-25.433606,-49.2723723,Lanchonete
ANA FIRMO DE CAMARGO ONORATO,CENTRO,1996-08-01,-25.427077,-49.2684278,Bar/Choperia
CANTINHO DA GENTE,CENTRO,2008-09-11,-25.4316282,-49.2630931,Lanchonete
SAN FRESKO,CENTRO,2009-04-03,-25.4358097,-49.2695217,Lanchonete
PATY'S BAR,TATUQUARA,2009-12-31,-25.5509572,-49.2940815,Jogo
MARIA JOSE DE MOURA 86828037715,TATUQUARA,2010-03-16,-25.5713115,-49.3335179,Lanchonete
X - MANIA,TATUQUARA,2012-03-15,-25.5726979,-49.3360545,Lanchonete
PETISQUE E LANCHE COMIGO LTDA,CENTRO,1981-04-01,-25.4324881,-49.2642085,Bar/Choperia
WILSON FERREIRA DOS SANTOS - BAR,TATUQUARA,2000-02-22,-25.5639501,-49.3303279,Jogo
LLE PARTICIPACOES LTDA,CENTRO,1997-01-15,-25.4300933,-49.2634788,Restaurante
NA HORA CERTA,TATUQUARA,2013-05-29,-25.5548436,-49.3345046,Lanchonete
RESTAURANTE E LANCHONETE MUSTAPHA LTDA,CENTRO,1999-04-01,-25.4397117,-49.2732361,Lanchonete
MARIA POLENTA,CENTRO,2008-08-18,-25.4267883,-49.2666833,Bar/Choperia
SAMWAYS & GUIMARAES LTDA,CENTRO,1987-07-25,-25.4367843,-49.281166,Cantina
F  R  HORST & CIA LTDA,CENTRO,1999-10-01,-25.4285221,-49.2625213,Bar/Choperia
CAPITOLA COMERCIO DE ALIMENTOS LTDA,BATEL,2007-07-20,-25.4385486,-49.2817057,Lanchonete
LANCHONETE E PASTELARIA JINHUA LTDA ME,CENTRO,2005-04-01,-25.4311335,-49.2662244,Pastelaria
BOM DIA PAO DE QUEIJO,CENTRO,2005-06-14,-25.4348578,-49.2779799,Lanchonete
WINDOWS BAR E RESTAURANTE LTDA,BATEL,1999-08-03,-25.4457389,-49.2917154,Bar/Choperia
LANCHONETE ESPORTE CENTRO LTDA,CENTRO,1983-10-15,-25.4222038,-49.2876571,Lanchonete
NACIONAL CAFÉ RESTAURANTE LTDA,CENTRO,2004-02-01,-25.4325502,-49.2766276,Pizzaria
JOAQUIM DOS SANTOS FILHO CAFETERIA,CENTRO,2003-04-15,-25.4320738,-49.2747024,Jogo
DOM GABRIEL GRILL E MASSAS,BATEL,2003-05-14,-25.4424636,-49.2881026,Churrascaria/Grill
OSWALDO WEIL E CIA LTDA,CENTRO,1984-05-05,-25.4324616,-49.2690702,Restaurante
BISTRO COMENDADOR,CENTRO,2011-03-04,-25.434342,-49.2770572,Mercado/Mercearia
CHICARELLI & AGUAYO LTDA,CENTRO,2004-03-20,-25.430059,-49.2685549,Lanchonete
AMAPOULA LANCHERIA LTDA ME,CENTRO,1994-09-15,-25.4339253,-49.2749382,Lanchonete
VICMIC COMERCIO DE BEBIDAS PRODUTOS  ALIMENTICIOS LTDA ME,CENTRO,2011-08-01,-25.4347319,-49.2752531,Bar/Choperia
PASSADOR & CIA LTDA,CENTRO,2011-04-25,-25.4297024,-49.2691677,Mercado/Mercearia
MARCOS ROBERTO EGIDIO,CENTRO,2000-01-10,-25.4334804,-49.2634812,Restaurante
SALETE DO NASCIMENTO 04472061929,TATUQUARA,2012-05-31,-25.55005,-49.3027173,Lanchonete
ANTONIO CARLOS CARDOSO LANCHES,CENTRO,1996-09-26,-25.4305153,-49.2742318,Lanchonete
PARISOTTO & SILVA LTDA,CENTRO,2001-10-30,-25.4354455,-49.2755418,Lanchonete
MISTER AMIR,CENTRO,2006-11-15,-25.4338156,-49.2787238,Lanchonete
PAPUCHO LANCHES LIMITADA,BATEL,1984-10-15,-25.4356878,-49.2863086,Lanchonete
LANCHONETE LANCHELU,CENTRO,2011-09-01,-25.428647,-49.2687095,Bar/Choperia
VITOR REVISTARIA E PAPELARIA,CENTRO,2009-09-02,-25.4320438,-49.264468,Lanchonete
SUSHIAKI,BATEL,2009-05-19,-25.4385486,-49.2817057,Típico
MARA DRYNKS LTDA,CENTRO,1988-08-08,-25.4275878,-49.2685667,Bar/Choperia
PAO DE QUEIJO,CENTRO,2013-04-22,-25.4310479,-49.2706612,Franquia
CANELA CAFE LTDA,CENTRO,1998-09-22,-25.4326285,-49.2586301,Café
AMARAL REIS E RIBAS LTDA,CENTRO,1991-01-02,-25.4345923,-49.2763081,Pizzaria
ESFIHA DA XV LANCHONETE LTDA,CENTRO,2003-04-20,-25.430059,-49.2685549,Típico
VELHO CAMPOS RESTAUR PIZZA BAR LT,CENTRO,1994-02-01,-25.4303547,-49.261137,Pizzaria
OMAIRI  MANSUR & CIA LTDA,BATEL,1999-08-24,-25.4438183,-49.2920118,Bar/Choperia
MARCIO GERVASIO ARTUZO,CENTRO,1999-05-10,-25.4324107,-49.2666416,Lanchonete
TWIGA BAR,BATEL,2008-08-05,-25.4371807,-49.286903,Bar/Choperia
LANCHONETE ASAHI LTDA,CENTRO,1984-08-01,-25.4323358,-49.2639934,Pastelaria
LANCHONETE ZHU ZIHE LTDA,CENTRO,2005-09-01,-25.433687,-49.278055,Lanchonete
DOCE LAZER DOCERIA E REVISTARIA LTDA,CENTRO,2002-09-04,-25.4330429,-49.2635222,Lanchonete
KONA CAFFE,BATEL,2008-04-17,-25.4385486,-49.2817057,Café
Z  ZANETTI & CIA LTDA,CENTRO,1990-02-01,-25.4352778,-49.2608772,Bar/Choperia
NOVAKOWSKI & GRACIANO LTDA,CENTRO,1994-12-10,-25.4312921,-49.2639394,Lanchonete
MASSIRA HUSSEINI,CENTRO,1990-10-15,-25.4354216,-49.2626639,Bar/Choperia
ALBERTO CESAR KUROSKI ME,CENTRO,1988-03-16,-25.4312946,-49.2761259,Restaurante
CHINESE,BATEL,2006-04-07,-25.4378319,-49.2921275,Típico
LANCHONETE CHIN LEE LTDA,CENTRO,1991-05-10,-25.4297505,-49.2656483,Padaria/Confeitaria
RESTAURANTE WEN XIN ZHI JIA LTDA,CENTRO,2009-09-28,-25.432609,-49.2634106,Lanchonete
GERDA PLUGGE FREITAS ME,CENTRO,1997-11-01,-25.4325089,-49.2761323,Lanchonete
RESTAURANTE PHOENICIA LTDA,CENTRO,2002-12-16,-25.4317104,-49.2701604,Bar/Choperia
AMAURI SANTOS NASCIMENTO,CENTRO,2001-11-01,-25.4295257,-49.2611218,Lanchonete
MERCANTIL DE BEBIDAS CACULA LTDA,CENTRO,1984-03-01,-25.4371956,-49.2699091,Padaria/Confeitaria
PONTO DA GULA,CENTRO,2010-10-11,-25.4311227,-49.2644187,Lanchonete
USINA DO PAGODE,TATUQUARA,2009-06-08,-25.5721402,-49.3387027,Bar/Choperia
RESTAURANTE MINAIF LTDA,CENTRO,1991-01-02,-25.4326251,-49.2667124,Lanchonete
YOGULAND,BATEL,2009-04-16,-25.4396178,-49.285397,Lanchonete
ZHAO CHAOWU,CENTRO,2004-03-01,-25.4281841,-49.2708929,Lanchonete
LA PARMEGIANA LANCHONETE E PETISCARIA LTDA,CENTRO,1997-03-01,-25.4298817,-49.27581,Bar/Choperia
LANCH RESTAUR S BENEDITO XAVIER L,CENTRO,1992-03-04,-25.4352558,-49.2785467,Lanchonete
MAMONA PANIFICADORA  CONFEITARIA E RESTAURANTE LTDA,BATEL,1999-04-05,-25.4423523,-49.2876797,Padaria/Confeitaria
MARIA CONSUELO SANTIAGO DOLIVEIRA,CENTRO,1995-06-07,-25.4370998,-49.2744241,Lanchonete
LANCHONETE E SORV RO & RO LTDA,CENTRO,1991-09-20,-25.4293277,-49.2707082,Lanchonete
BAR E CERVEJARIA KAPELLE II LTDA,CENTRO,1986-05-01,-25.4308603,-49.2781345,Bar/Choperia
GALLI AR,CENTRO,2003-05-02,-25.4328803,-49.2640546,Bar/Choperia
CAFE JOLY LTDA,BATEL,2010-06-10,-25.4450493,-49.2876197,Café
GRILL HOUSE RESTAURANTE LTDA,BATEL,1999-09-01,-25.4462593,-49.2937684,Churrascaria/Grill
ROSI MARIA L RIBEIRO-LANCHONETE,TATUQUARA,1993-10-01,-25.5525367,-49.2963299,Jogo
ADONIS LANCHONETE LTDA - ME,CENTRO,2006-06-12,-25.4323802,-49.2691987,Lanchonete
PRIMOS COMERCIO DE ALIMENTOS LTDA,CENTRO,2000-03-01,-25.4273477,-49.268124,Restaurante
KAUF CAFETERIA,CENTRO,2010-03-26,-25.4333074,-49.2808858,Café
CAFETERIA PARATODOS LTDA,CENTRO,2006-08-21,-25.4353639,-49.2822367,Café
LANCHONETE BELURIA LTDA,CENTRO,1998-08-01,-25.4255283,-49.2702479,Lanchonete
PIZZINATTO & SILVA LTDA,CENTRO,1999-11-22,-25.4296069,-49.2691935,Lanchonete
FUDAL E GAVLOVSKI LTDA,CENTRO,1996-08-15,-25.4293196,-49.2768791,Bar/Choperia
BON MARCHE BISTRO,BATEL,2008-04-15,-25.4400773,-49.2899695,Lanchonete
RESTAURANTE E PETISCARIA COSTA GRILL LTDA,CENTRO,2000-05-02,-25.4382101,-49.2704222,Churrascaria/Grill
CECILIA MICHIYO SAWADA NAKASHIMA & CIA LTDA,BATEL,2001-12-17,-25.4462311,-49.2961653,Lanchonete
LANCHONETE E PASTELARIA TI HAN LTDA,CENTRO,2009-03-31,-25.4331083,-49.2685594,Pastelaria
MONICA R M  SELLA,BATEL,1989-05-02,-25.4360161,-49.2841283,Bar/Choperia
VARADERO COMÉRCIO DE TABACO LTDA,BATEL,2003-07-22,-25.4381069,-49.2862011,Bar/Choperia
PERSONALLE WIERZASS RESTAURANTE LTDA,CENTRO,2000-09-15,-25.4302227,-49.2641505,Lanchonete
NEWTON WALDIR BERGAMO,CENTRO,1987-02-01,-25.4267122,-49.2707029,Lanchonete
SANTOS E MARTINS LTDA,CENTRO,1980-07-01,-25.4353639,-49.2822367,Lanchonete
SERGIO DE QUADROS MONTEIRO & CIA LTDA,CENTRO,2000-11-01,-25.4349694,-49.268802,Bar/Choperia
GOOD FOOD,CENTRO,2006-07-04,-25.4412212,-49.27769,Lanchonete
H H COMERCIO DE ALIMENTOS LTDA,CENTRO,1984-12-01,-25.4301849,-49.2663313,Bar/Choperia
CHUEIRI E CANESTRARO LTDA,BATEL,2001-02-20,-25.4468991,-49.2942021,Lanchonete
WAGNER DE OLIVEIRA PÃO DE QUEIJO,CENTRO,2004-09-01,-25.4352164,-49.2699051,Lanchonete
JUMULI GASTRONOMIA LTDA,CENTRO,2000-03-15,-25.4276622,-49.2652656,Gourmet
PAMIROSI COMERCIO DE ALIMENTOS LT,CENTRO,1994-03-14,-25.4321467,-49.2598587,Restaurante
LANCHONETE DE LARA,TATUQUARA,2009-12-10,-25.5592471,-49.3344157,Bar/Choperia
V S LANCHES SNOOKER BAR,TATUQUARA,2010-05-11,-25.5722592,-49.3335422,Jogo
CLEIDE VIEIRA DA SILVA STEINER,CENTRO,2001-01-02,-25.430723,-49.2769201,Lanchonete
O J PEREIRA GOMES,CENTRO,2001-05-22,-25.4324349,-49.2638375,Lanchonete
NOTURNO'S BAR,CENTRO,2003-03-01,-25.4307635,-49.2762727,Bar/Choperia
MAURA CANDIDA RAINHA,CENTRO,1981-06-10,-25.4376562,-49.2782426,Bar/Choperia
ROSE MARLI DA SILVA BOTELHO LANCH,CENTRO,1988-01-25,-25.4329834,-49.2642988,Bar/Choperia
BAR DO ZEQUINHA,TATUQUARA,2008-08-15,-25.5590619,-49.3306731,Jogo
BAR E BILHAR DA VIVIANE,TATUQUARA,2009-11-09,-25.560898,-49.3276337,Jogo
CHORIPANES LANCHES,CENTRO,2008-12-22,-25.4364948,-49.2693159,Lanchonete
CHARLES LANCHES,CENTRO,2007-06-27,-25.433606,-49.2723723,Lanchonete
JOAO CARLOS VASCONCELLOS RESTAURANTE,CENTRO,1999-11-15,-25.4312946,-49.2761259,Restaurante
SANTOS & PRECOMA LTDA ME,CENTRO,2011-11-24,-25.4385605,-49.2696014,Bar/Choperia
SALUN-COMERCIO DE SANDUICHES LTDA,CENTRO,1986-01-01,-25.4314691,-49.2695435,Lanchonete
ZHEN GIAN SIAN,CENTRO,1992-11-01,-25.4342816,-49.2771827,Restaurante
SUICA CAFE,CENTRO,2013-10-15,-25.4314691,-49.2695435,Café
PV PIZZARIA LTDA,BATEL,2005-10-17,-25.4449769,-49.2938709,Pizzaria
REST CASA BRASIL COM ALIM LTDA,BATEL,1990-02-07,-25.4374694,-49.280782,Bar/Choperia
EVALDO RODRIGUES SANTOS,BATEL,2001-09-26,-25.4401149,-49.2862233,Bar/Choperia
APARECIDA SIZUE FUGIKAWA,CENTRO,1994-01-17,-25.4323462,-49.2702136,Bar/Choperia
JC LANCHONETE,CENTRO,2013-08-29,-25.4312546,-49.264483,Padaria/Confeitaria
ABSOLUT MUSIK BAR EIRELI - ME,CENTRO,2013-02-15,-25.4334937,-49.2721824,Bar/Choperia
LANCHES E DOG DO JAPA,CENTRO,2004-04-22,-25.4374627,-49.2744493,Cachorro Quente
JOAO GERALDO DIAS PEREIRA,CENTRO,1992-08-01,-25.4296272,-49.263117,Bar/Choperia
EZEQUIEL DE SOUZA E CIA LTDA,CENTRO,2003-10-20,-25.4319009,-49.2659844,Lanchonete
PAO DE QUEIJO,CENTRO,2013-01-14,-25.4291623,-49.2728069,Franquia
IVO VANDERLEI DOS SANTOS,CENTRO,1997-11-01,-25.4328803,-49.2640546,Bar/Choperia
EVAS BAR SHOW,CENTRO,2005-03-15,-25.4320465,-49.2641307,Bar/Choperia
PONTO DE OURO,CENTRO,2009-11-23,-25.427077,-49.2684278,Jogo
R E  KANTU S BAR E RESTAURANTE LT,BATEL,1984-03-20,-25.4453797,-49.29324,Bar/Choperia
STTONY'S BAR,CENTRO,2008-06-11,-25.4307471,-49.2742077,Bar/Choperia
RONEY DE ASSUMPCAO PIRES,CENTRO,1991-04-16,-25.4339728,-49.281945,Lanchonete
CASA DE SUCOS WING LTDA,CENTRO,1990-11-01,-25.430059,-49.2685549,Lanchonete
L ARC RESTAURANTE LTDA,CENTRO,1991-12-01,-25.430059,-49.2685549,Restaurante
VERAO NATURAL,CENTRO,1986-02-15,-25.430687,-49.2666447,Lanchonete
EMPORIO DO PAO DE QUEIJO,CENTRO,2007-05-16,-25.4320871,-49.2771456,Lanchonete
MPM BAR E RESTAURANTE LTDA,BATEL,2010-12-17,-25.4379995,-49.2886539,Bar/Choperia
JOAO CARLOS SCHNEIDER BIANCHINI,CENTRO,1988-06-01,-25.4310955,-49.2774695,Bar/Choperia
AQUIPIZZA,BATEL,2010-12-23,-25.4409023,-49.2820585,Pizzaria
AMARULLA BAR E RESTAURANTE LTDA,CENTRO,1997-03-03,-25.438368,-49.2789612,Bar/Choperia
KAREN RAFAELA DA SILVA,CENTRO,2014-01-24,-25.4330232,-49.2699999,Restaurante
PAULO BORGES DA SILVA FERNANDES,TATUQUARA,1999-04-30,-25.55957,-49.3275943,Jogo
BAR IVAIPORA,TATUQUARA,2007-08-18,-25.5623844,-49.3323144,Jogo
GAZZEBBO DO BATEL,BATEL,2006-09-11,-25.4430438,-49.2894867,Lanchonete
WIKIMAKI,BATEL,2010-11-23,-25.445391,-49.2910071,Lanchonete
SANDRA MARA DOS SANTOS,CENTRO,1993-09-01,-25.4347938,-49.2752366,Lanchonete
FAGULE CAFE E LANCHONETE LTDA,CENTRO,1990-08-23,-25.4342458,-49.2771429,Café
CLAU S CAFE LTDA,CENTRO,1999-08-18,-25.4313594,-49.2759616,Café
KOHI CAFE & CIA,CENTRO,2011-12-06,-25.4322509,-49.2641662,Café
LANCHONETE CLASSICOS,CENTRO,2003-08-01,-25.4353864,-49.2668517,Lanchonete
STONE WING COMERCIO DE LANCHES LTDA - ME,CENTRO,2013-03-14,-25.4248553,-49.2633309,Lanchonete
ANTONIO VIEIRA DE ANDRADE - BAR,TATUQUARA,1999-04-22,-25.5625884,-49.3124051,Jogo
PEPEER LANCHES,TATUQUARA,2013-06-26,-25.4289541,-49.267137,Lanchonete
DANNY SNOOKER E BAR LTDA,CENTRO,1992-04-01,-25.4321745,-49.2734858,Bar/Choperia
MARIA APARECIDA XAVIER,CENTRO,2000-01-06,-25.4352558,-49.2785467,Lanchonete
ANDREA DE ALMEIDA CABRAL,CENTRO,2005-10-01,-25.4374501,-49.2755968,Lanchonete
IMAD HAMDAR JUNIOR,CENTRO,2003-09-01,-25.4313268,-49.2727028,Bar/Choperia
ROSMAR FORTUNATO DE MELO,CENTRO,1997-09-10,-25.4328803,-49.2640546,Bar/Choperia
PLACIDO JOAO DA SILVA NETO,CENTRO,1982-09-20,-25.4351856,-49.269407,Bar/Choperia
HACIENDA CAFÉ LTDA ME,CENTRO,1999-12-06,-25.4329569,-49.2811328,Café
MAJED KHALIL - ME,CENTRO,2008-02-25,-25.4320129,-49.2684749,Lanchonete
CINE PASTEL COMERCIO DE ALIMENTOS LTDA,CENTRO,1993-11-08,-25.4325477,-49.2701387,Pastelaria
LUCAS DE REZENDE MAREGA CAFE E EVENTOS EMPRESARIAIS,CENTRO,2011-06-17,-25.4326645,-49.2792343,Café
RESTAURANTE ALEMIX LTDA,CENTRO,1998-07-03,-25.4317211,-49.2766924,Lanchonete
LANCHONETE E PASTELARIA ZHUG LTDA,CENTRO,1999-06-02,-25.4353368,-49.269994,Pastelaria
MATE & CIA,CENTRO,2006-03-01,-25.4344668,-49.2800195,Lanchonete
C & S ALIMENTOS LTDA,CENTRO,2013-08-09,-25.4256019,-49.2698689,Lanchonete
BENEDITO FERREIRA GRITTEM,TATUQUARA,1988-10-01,-25.5526004,-49.2957955,Jogo
PANIFICADORA E CONFEITARIA L R J LTDA,CENTRO,2000-01-15,-25.4381025,-49.2763925,Padaria/Confeitaria
PANIFICADORA E CONFEITARIA L R J LTDA,CENTRO,2000-01-15,-25.4381025,-49.2763925,Padaria/Confeitaria
LEONICIO MUNIK ME,BATEL,2006-12-01,-25.4435529,-49.28303,Lanchonete
JAQUELINE KLETTKE,CENTRO,1998-04-22,-25.4307471,-49.2742077,Lanchonete
DELANO SERVICOS DE ALIMENTACAO LTDA,CENTRO,1998-04-20,-25.4348578,-49.2779799,Bar/Choperia
LANCHONETE SIR,CENTRO,2012-05-14,-25.431055,-49.2794468,Lanchonete
"AQUI LANCHES, SANTOS",CENTRO,2013-11-08,-25.4269055,-49.2686337,Lanchonete
CAFE RITZ LTDA,CENTRO,1998-10-26,-25.4317098,-49.273831,Café
EVENTOS,CENTRO,2007-05-31,-25.4263406,-49.2639206,Lanchonete
VERA LUCIA ESTEVES - ME,CENTRO,1997-06-30,-25.4302413,-49.2641067,Lanchonete
WAGNER BUDIN - RESTAURANTE,CENTRO,1999-10-01,-25.4317055,-49.2765558,Lanchonete
TSOUKANOVA E CAMACHO COMERCIO DE ALIMENTOS LTDA,CENTRO,2005-09-20,-25.4367033,-49.2799523,Restaurante
DENISE APARECIDA VIANNA BRAUN NAUFAL 8768118987,CENTRO,2013-03-06,-25.4342225,-49.2772923,Lanchonete
ANTONIO CARLOS STELA,BATEL,1983-01-01,-25.4385452,-49.2860968,Jogo
GOLD BAR,CENTRO,2002-08-01,-25.428915,-49.2697823,Bar/Choperia
KA KYUN KIM,CENTRO,2001-10-08,-25.4323021,-49.2758398,Restaurante
PAKKALL SNOOKER PIZZA BAR LTDA,CENTRO,1991-08-01,-25.4281438,-49.2721968,Pizzaria
CURY & BUSATO LTDA,CENTRO,1995-09-01,-25.4301849,-49.2663313,Restaurante
PIZZA PAZZA A PEZZI LTDA,CENTRO,1996-07-01,-25.4312923,-49.2774437,Pizzaria
DANIELLE CRISTINA BACZINSKI,CENTRO,2001-04-16,-25.4326045,-49.2635886,Bar/Choperia
DIVINA EMPADA LTDA,CENTRO,2010-04-09,-25.4296268,-49.2731421,Lanchonete
RESTAURANTE NISIO S LTDA,CENTRO,2002-03-11,-25.4313572,-49.2605975,Lanchonete
CANTINHO DO SABOR,CENTRO,2005-05-11,-25.4303488,-49.2646325,Lanchonete
TAXON COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA,BATEL,1999-08-16,-25.4392514,-49.2795214,Restaurante
TRATTORIA GENERALLI LTDA  - ME,BATEL,2005-07-04,-25.4429173,-49.2837059,Restaurante
LANCHONETE E PASTELARIA FU KIT LT,CENTRO,1995-07-01,-25.4305895,-49.270664,Pastelaria
LIANG FU XIN LANCHES,CENTRO,1997-12-01,-25.4314055,-49.2665829,Lanchonete
ESPRESSO KALDI,CENTRO,2009-02-26,-25.4383333,-49.279039,Lanchonete
SR SMITH LANCHES,CENTRO,2005-07-27,-25.4271093,-49.2623689,Lanchonete
LANCHONETE CHEF VERGE LTDA,BATEL,1986-11-01,-25.4400436,-49.2821046,Lanchonete
PETIT RESTAURANTE,CENTRO,2010-12-10,-25.433916,-49.2792163,Restaurante
FELIZARDO ANTUNES & CARDOSO LTDA,CENTRO,1993-07-19,-25.4325294,-49.269684,Restaurante
GANHO E MACHADO LTDA  ME,CENTRO,2007-07-02,-25.4337843,-49.2783023,Lanchonete
ROSELI DOS SANTOS DE MORAES - ME,CENTRO,2011-12-13,-25.4297505,-49.2656483,Lanchonete
CAFE DA BOCA,CENTRO,2008-08-20,-25.4349518,-49.2748771,Café
BS ENTRETENIMENTO LTDA - ME,BATEL,2011-05-27,-25.4447172,-49.2945744,Bar/Choperia
JOAQUIM FERREIRA DOS SANTOS FILHO LANCHONETE,CENTRO,1995-05-15,-25.4338865,-49.2794143,Bar/Choperia
BERLIM FRANQUIA E COMERCIO DE PRODUTOS ALIMENTICIOS - EIRELI - ME,CENTRO,2013-05-16,-25.4395363,-49.274605,Lanchonete
CRISTAL RESTAURANTE,CENTRO,2009-04-24,-25.4340696,-49.2609859,Lanchonete
RUIBAL DO BRASIL CAFE LTDA. - ME,CENTRO,2005-09-30,-25.4372827,-49.2702655,Café
DONA AMANDA ALIMENTOS LTDA,CENTRO,1999-10-06,-25.4319222,-49.2758913,Lanchonete
TRF - COMERCIO E CONFECCOES DE ROUPAS LTDA,CENTRO,2002-08-23,-25.4307546,-49.2632598,Cantina
RICO SABOR RESTAURANTE LTDA,CENTRO,2010-11-26,-25.4372438,-49.2708712,Restaurante
DEMBICKI & NASCIMENTO LTDA,CENTRO,1990-01-02,-25.4292229,-49.2681032,Padaria/Confeitaria
CONFEITARIA DOCES CORACOES LTDA,CENTRO,2004-05-07,-25.4342785,-49.2719469,Padaria/Confeitaria
PAO DE QUEIJO,CENTRO,2009-04-27,-25.4320438,-49.264468,Franquia
CAFE TORRE CENTER,CENTRO,2009-08-18,-25.4322509,-49.2641662,Café
BRAUSIMAR ALIMENTACAO LTDA,CENTRO,1999-08-02,-25.4257148,-49.2629821,Bar/Choperia
ALICE T K KONNO,CENTRO,2002-09-15,-25.4267067,-49.2673336,Lanchonete
JCC COMERCIO DE REFEICOES LTDA,CENTRO,2000-02-01,-25.4345844,-49.2749135,Lanchonete
TIO EGG LANCHES LTDA. - ME,CENTRO,2011-05-16,-25.4383488,-49.2726127,Lanchonete
CAFETERIA FLOR DE CAFE,CENTRO,2006-06-10,-25.4376919,-49.2713544,Café
BOLDUAN & LASSEN LTDA,CENTRO,2007-12-11,-25.431477,-49.2751621,Bar/Choperia
COMERCIO DE CARNES TIROLEZA LTDA,CENTRO,1989-01-20,-25.4314659,-49.2791385,Lanchonete
LANCHES E REFEICOES PRATO CHEIO,CENTRO,2011-02-18,-25.4260398,-49.2687612,Bar/Choperia
ILSON CESAR FONTINI,CENTRO,2010-01-09,-25.4309231,-49.2630864,Jogo
PANIFICADORA E CONFEITARIA SICARD E FILHOS LTDA,CENTRO,1988-11-01,-25.427992,-49.2660532,Padaria/Confeitaria
WU JIANRU,CENTRO,2007-09-01,-25.4349957,-49.2718201,Lanchonete
RESTAURANTE E LANCHONETE FINO SABOR LTDA-ME,CENTRO,2011-02-11,-25.4347818,-49.2698917,Lanchonete
LANCHONETE DOIS CORACOES,CENTRO,2009-11-27,-25.4294859,-49.2726339,Lanchonete
OTACILIA ALVES,TATUQUARA,1995-03-01,-25.5639501,-49.3303279,Jogo
